doc_id,sentence_id,sentence_text
138,138_5,Berikut ini berbagai kemungkinan penyebab batuk berdarah: Perlukaan pada tenggorokan. 
138,138_6,Bronkhitis. 
138,138_7,Tuberkulosis / TBC Pneumonia  (radang paru - paru). 
138,138_8,Emboli paru  (penyumbatan pembuluh darah paru). 
138,138_9,Edema paru  (penumpukan cairan pada paru - paru). 
138,138_10,Kanker tenggorokan. 
138,138_11,Kanker paru - paru dan sebagainya. 
138,138_12,"Untuk dapat memastikan penyebab keluhan yang Anda alami ini tentunya diperlukan pemeriksaan lebih lanjut oleh dokter, baik melalui pemeriksaan fisik maupun tes penunjang seperti X - Ray, tes dahak, tes darah, CT Scan dan sebagainya. "
138,138_13,Sebaiknya Anda berkonsultasi dengan dokter spesialis paru agar penyebabnya dapat ditelusuri lebih lanjut sehingga penanganan yang tepat dapat diberikan bagi Anda sesuai dengan kondisi dasarnya. 
138,138_14,Sementara ini berikut anjuran yang dapat Anda lakukan: Beristirahat cukup dan mengonsumsi makanan yang bergizi seimbang agar daya tahan tubuh terjaga. 
138,138_15,"Hindari konsumsi makanan yang digoreng, pedas, berlemak, atau terlalu panas / dingin. "
138,138_16,Minum cukup air putih 2 liter sehari. 
138,138_17,Menutup mulut dan hidung saat bersin atau batuk. 
138,138_18,"Menjaga sirkulasi udara di rumah berjalan dengan baik, buka pintu dan jendela rumah agar udara segar dan sinar matahari dapat masuk. "
138,138_19,Kenakan masker saat berpergian ke luar rumah. 
138,138_20,Informasi berikut ini dapat berguna: Kondisi serius di balik batuk berdarah. 
138,138_21,Demikian semoga bermanfaat. 
138,138_22,dr Muliani Sukiman.
139,139_0,"Halo, terima kasih  sudah bertanya ke Alodokter. "
139,139_1,Perdarahan selama 2 hari yang menggumpal yang Anda alami kemungkinan merupakan suatu hal yang normal yang terjadi pada masa menjelang menstruasi atau pra - menstrual syndrome (PMS). 
139,139_2,PMS juga dapat mengakibatkan payudara terasa nyeri dan padat serta berjerawat dan kelelahan. 
139,139_3,Perdarahan yang Anda alami juga biasanya menjadi pertanda bahwa sedang terjadi ovulasi atau masa subur dan bukan merupakan hal yang berbahaya. 
139,139_4,"Namun, beberapa keadaan juga dapat menyebabkan keluarnya perdarahan antara lain: Stres. "
139,139_5,Kehamilan. 
139,139_6,Kelelahan PCOS  (Polycystic Ovary Syndrome). 
139,139_7,Penyakit radang panggul. 
139,139_8,Perdarahan dari organ intim. 
139,139_9,Kelainan pembekuan darah. 
139,139_10,Kanker serviks . 
139,139_11,"Gejala - gejala kehamilan dapat berbeda - beda pada setiap wanita, beberapa gejala yang mungkin dialami adalah: Bercak darah atau flek. "
139,139_12,Kelelahan. 
139,139_13,Pusing Mual dan muntah. 
139,139_14,Mood yang sering berubah - ubah. 
139,139_15,Buang air kecil menjadi sering. 
139,139_16,Sensitif terhadap bau yang tajam. 
139,139_17,Anda dapat melakukan tes kehamilan atau tes pack untuk mengetahui apakah terjadi kehamilan atau tidak. 
139,139_18,"Namun, sebaiknya Anda tidak menunda untuk berkonsultasi terlebih dahulu ke Dokter agar dapat dilakukan pemeriksaan dan mengetahui penyebab dari gejala yang di alami sehingga dapat dilakukan penanganan jika diperlukan. "
139,139_19,Dokter akan melakukan wawancara dan pemeriksaan secara menyeluruh. 
139,139_20,Beberapa hal yang dapat Anda lakukan adalah: Beristirahat yang cukup. 
139,139_21,Mencukupi kebutuhan gizi dan cairan sehari - hari. 
139,139_22,Mengelola stres dengan baik. 
139,139_23,"Menjalani  pola hidup sehat, seperti tidak merokok, tidak Mengonsumsi alkohol, serta berolahraga secara teratur. "
139,139_24,Baca juga artikel mengenai  Cara Membedakan Pra - Menstrual Syndrome atau Tanda Kehamilan  dan  Waktu Yang Tepat Melakukan Tes Kehamilan. 
139,139_25,Semoga bermanfaat. 
139,139_26,"Salam, dr Christian Haryanto."
140,140_0,Halo!
140,140_1,Terima kasih atas pertanyaannya pada Alodokter. 
140,140_2,"Frekuensi konsumsi ASI pada bayi dapat bervariasi setiap harinya sekitar 8-12 kali per hari, atau setiap 2-3 jam. "
140,140_3,Frekuensi ini umumnya akan menurun seiring bertambahnya usia bayi. 
140,140_4,"Untuk durasi minum sendiri, dapat bervariasi. "
140,140_5,"Bayi kecil dapat memiliki durasi minum yang lebih cepat, karena lambung yang lebih kecil dan lebih cepat kenyang dibandingkan bayi yang lebih besar. "
140,140_6,"Pada prinsipnya, asalkan bayi Anda tetap dalam kondisi yang baik dan nampak sehat, berat badan naik sesuai usia, nampak ceria, frekuensi BAK dan BAB tetap normal, maka hal ini tidak jadi masalah. "
140,140_7,Sebab menurunnya frekuensi menyusu bayi dapat karena hal berikut: Perlekatan yang kurang baik. 
140,140_8,Bayi lelah atau stimulasi berlebih. 
140,140_9,"Bayi bingung puting, misalnya karena sering menggunakan dot. "
140,140_10,Terdapat distraksi. 
140,140_11,Akan tumbuh gigi. 
140,140_12,"Bayi sedang sakit, terutama yang berkaitan dengan sumbatan jalan napas misalnya infeksi paru atau radang hidung dan lain sebagainya. "
140,140_13,Cobalah Anda lakukan beberapa hal berikut: Pastikan perlekan bayi baik sehingga bayi nyaman saat menyusu. 
140,140_14,Buat bayi rileks misalnya dengan menyanyi atau menyusuinya di kursi goyang. 
140,140_15,Lumuri asi di sekitar puting. 
140,140_16,"Bila bayi pilek, hisap lendir dengan pipet hidung supaya bayi tidak kesulitan bernapas, yang dapat berdampak terhadap turunnya frekuensi dan durasi minum bayi. "
140,140_17,"Bila dengan cara - cara tersebut bayi menunjukkan tanda - tanda bahaya kekurangan ASI seperti lemas, kulit kering dan keriput, menangis merintih dan tidak keluar air mata, pertumbuhan yang tidak sesuai dengan usianya, segera periksakan ke IGD terdekat atau dapat pula langsung ke dokter spesialis anak untuk mendapatkan tindakan lanjutan yang sesuai."
141,141_0,Hai. 
141,141_1,Menstruasi merupakan keadaan dimana dinding rahim mengalami peluruhan yang disebabkan oleh tidak adanya proses pembuahan / kehamilan. 
141,141_2,Di saat seorang wanita mengalami kehamilan maka otomatis wanita tersebut tidak akan mengalami menstruasi hal ini disebabkan oleh karena sudah terjadinya pembuahan dan menempelnya calon janin pada dinding rahim sehingga dinding rahim tidak akan mengalami peluruhan kecuali terjadi keguguran. 
141,141_3,Menstruasi akan terjadi setelah wanita mengalami persalinan. 
141,141_4,Dan pada umumnya saat seorang wanita masih menyusui maka menstruasi belum terjadi. 
141,141_5,"Namun, menstruasi ini berbeda - beda setiap wanita, hal ini disebabkan karena keadaan hormonal setiap wanita juga berbeda - beda. "
141,141_6,"Anda dapat membaca artikel di bawah ini: Proses pembuahan, Menstruasi. "
141,141_7,"Semoga membantu, dr Yosephine."
142,142_0,"Halo, Terima kasih atas pertanyaannya. "
142,142_1,Bagaimanakah siklus menstruasi Anda pada tahun sebelumnya?
142,142_2,Apakah hal ini pertama kali terjadi?
142,142_3,"Pada kondisi normal, menstruasi berkisar antara 2-7 hari dengan siklus menstruasi 21-35 hari yang dihitung dari hari pertama menstruasi sampai hari pertama menstruasi berikutnya. "
142,142_4,"Gangguan siklus menstruasi  tergolong menjadi salah satu hal berikut: Metrorrhagia : menstruasi yang tidak teratur, tetapi rutin terjadi. "
142,142_5,"Oligomenorrhea : menstruasi yang terjadi jarang, siklus menstruasi terjadi lebih dari 35 hari hingga 3 bulan, sehingga dalam kurun waktu setahun, menstruasi bisa terjadi hanya sekitar 6-8 kali. "
142,142_6,Amenorrhea : ketika menstruasi Anda berhenti selama 3 bulan lebih. 
142,142_7,"Menometrorrhagia: pendarahan menstruasi yang berlangsung lebih lama dan volume darah lebih banyak, terjadi tidak teratur. "
142,142_8,Yang Anda alami mungkin saja termasuk oligomenorrhea. 
142,142_9,"Ada berbagai hal yang dapat  menyebabkan  gangguan menstruasi ini: tingkat stres yang berlebihan, obesitas, penggunaan alat kontrasepsi, gangguan pola makan seperti anorexia, peningkatan hormon prolaktin dalam darah, gangguan hormon tiroid, sindrom ovarium polikistik. "
142,142_10,Sindrom ovarium polikistik  merupakan penyebab tersering oligomenorrhea. 
142,142_11,"Pada penyakit ini, ditemukan banyak kista kecil pada indung telur sehingga menyebabkan gangguan hormon reproduksi dan gangguan menstruasi. "
142,142_12,Ketidaknormalan juga terjadi kepada proses pelepasan sel telur. 
142,142_13,"Ini menyebabkan Anda tidak mengalami menstruasi, atau mengalami menstruasi tapi darah yang keluar hanya sedikit. "
142,142_14,"Sebaiknya Anda segera memeriksakan diri ke dokter spesialis kandungan, sehingga dokter dapat melakukan pemeriksaan untuk mencari tahu penyebabnya dan memberikan penanganan yang tepat. "
142,142_15,"Anjuran berikut dapat Anda lakukan: kelola stres dengan baik, lakukan hal - hal yang menyenangkan perbaiki pola makan, dan berolahragalah dengan teratur  jaga agar berat badan tubuh tetap ideal. "
142,142_16,Semoga membantu. 
142,142_17,dr Aloisia.
143,143_0,Hai Ayu. 
143,143_1,Senggama terputus atau berhubungan seksual namun tidak dikeluarkan di dalam kelamin wanita merupakan salah satu metode kontrasepsi alami. 
143,143_2,"Namun, metode ini memiliki banyak kelemahan dimana ada kemungkinan keterlambatan saat mengeluarkan. "
143,143_3,"Kemudian, kondisi haid yang terlambat selain  kehamilan , dapat juga disebabkan oleh  1 Pola hidup yang kurang sehat seperti pembatasan asupan makanan berlebihan, kelelahan fisik serta kurang istirahat. "
143,143_4,2 Stres psikis. 
143,143_5,"3 Adanya kondisi klinis tertentu seperti  radang panggul,  sindrom polikistik ovarii,  endometriosis,  polip rahim. "
143,143_6,4 Penggunaan kontrasepsi. 
143,143_7,Konsultasikan dengan dokter mengenai kondisi yang anda alami. 
143,143_8,Pemeriksaan kehamilan  perlu dilakukan untuk memastikan kemungkinan terjadinya kehamilan. 
143,143_9,"Menjaga pola hidup sehat dengan konsumsi makanan gizi seimbang, istirahat cukup, olahraga teratur, tidak merokok ataupun alkohol, kelola stres dapat membantu. "
143,143_10,Berikut mengenai  menstruasi tidak teratur. 
143,143_11,Semoga bermanfaat dan terima kasih. 
143,143_12,"Salam, dr Alyssa."
144,144_0,Halo Syifa. 
144,144_1,Apakah batuk disertai dahak?
144,144_2,Sudah berapa lama batuknya?
144,144_3,Sulit untuk meminimalkan kemungkinan penyebab batuk tanpa adanya keterangan yang lebih detail. 
144,144_4,"Secara umum  batuk  bisa disebabkan karena alergi (misal alergi debu, dingin, makanan, maupun obat), iritasi pada saluran nafas, infeksi pada saluran pernapasan (virus hingga yang lebih berat seperti penumonia, tuberkulosis), keganasan pada paru, penyakit asam lambung. "
144,144_5,"Ketika batuk otot pada tubuh ikut menegang, hal ini lah yang menyebabkan perut Anda terasa tertarik saat batuk. "
144,144_6,"Terkait dengan kehamilan, hal ini bergantung pada penyebab batuknya. "
144,144_7,"Apabila penyebab batuk tidak berbahaya (misal karena iritasi pada saluran nafas), maka batuk secara umum tidak mengganggu janin karena janin terlindung oleh rahim, cairan ketuban, dan otot perut. "
144,144_8,"Namu bila penyebabnya cukup serius seperti tuberkulosis, pneumonia, hingga keganasan, tentu hal ini membutuhkan penanganan lebih lanjut. "
144,144_9,Untuk keluhan bercak darah apakah yang Anda maksud adalah perdarahan dari jalan lahir?
144,144_10,"Perdarahan ketika hamil  dapat disebabkan karena beberapa kondisi seperti tanda keguguran, kelelahan, infeksi dan peradangan pada vagina dan leher rahim, hamil anggur, kehamilan di luar kandungan, perlukaan pada vagina, gesekan terlalu keras saat berhubungan intim, gangguan hormonal, dan keganasan. "
144,144_11,"Mengingat ada perdarahan, saya sarankan agar Anda memeriksakan diri ke  dokter kandungan  secara langsung supaya bisa dilakukan pemeriksaan lebih lanjut untuk memastikan penyebab perdarahannya dan agar kondisi janin Anda bisa terpantau. "
144,144_12,Selain itu Anda juga bisa sekaligus berkonsultasi tentang batuk yang Anda alami sehingga Anda juga bisa mendapatkan penanganan terhadap batuknya. 
144,144_13,Apabila diperlukan dokter kandungan bisa merujuk Anda ke bagian lain yang terkait. 
144,144_14,"Sementara menunggu ke dokter, Anda bisa melakukan beberapa tips berikut ini: Istirahat cukup dan bed rest bila perlu. "
144,144_15,Perhatikan jumlah perdarahan. 
144,144_16,Kelola stres dengan baik. 
144,144_17,Hindari mengangkat benda berat. 
144,144_18,Hindari aktivitas terlalu berat. 
144,144_19,Jaga kebersihan vagina. 
144,144_20,Tunda hubungan intim dulu sampai perdarahan membaik atau bila sudah diperbolehkan oleh dokter kandungan. 
144,144_21,Banyak minum air putih. 
144,144_22,Rutin kontrol kehamilan dengan dokter kandungan. 
144,144_23,"Semoga bisa membantu Anda, Terima kasih."
145,145_0,Hai Nazly. 
145,145_1,"Muntah darah atau  hematemesis  merupakan keluhan yang dapat terjadi akibat perdarahan pada saluran nafas, saluran cerna ataupun paru. "
145,145_2,Muntah darah sebenarnya hanya gejala yang disebabkan kondisi medis lain sehingga sangat penting untuk mencari dan mengatasi penyebabnya agar keluhan tidak berulang. 
145,145_3,"Pada beberapa kondisi, penyebab muntah darah dapat sangat berbahaya sehingga harus segera mendapat perhatian medis. "
145,145_4,Berikut beberapa langkah penanganan muntah darah : Menghindari kondisi yang dapat mencetuskan muntah darah. 
145,145_5,"Mengatasi perdarahan yang terjadi dengan intervensi medis ataupun pemberian obat untuk membantu membekukan darah bila tidak dikontraindikasikan, contohnya dengan pengunaan asam traneksamat atau vitamin K. Mengatasi penyebab muntah darah. "
145,145_6,Saya sangat menganjurkan agar Anda atau kerabat Anda tidak melakukan penanganan secara sendiri dan segera memeriksakan diri ke instalasi gawat darurat agar mendapat penanganan yang sesuai dengan kondisi dan kebutuhan Anda. 
145,145_7,"Semoga bermanfaat, dr Budiono."
146,146_0,Halo. 
146,146_1,Terima kasih sudah bertanya pada Alodokter. 
146,146_2,Keluhan yang Anda alami dengan gejala utama berupa darah menstruasi yang sedikit dalam bahasa medis disebut sebagai  hypomenorrhea. 
146,146_3,Kondisi ini dapat disebabkan oleh : Â Penggunaan alat kontrasepsi. 
146,146_4,Â Genetik. 
146,146_5,Â Faktor usia. 
146,146_6,Â Stres psikologis. 
146,146_7,Â Penurunan atau kenaikan berat badan yang ekstrim. 
146,146_8,Â Olahraga berlebihan. 
146,146_9,Â Gangguan kelenjar tiroid. 
146,146_10,Â          Sindrom ovarium polikistik. 
146,146_11,Â Ashermans syndrome. 
146,146_12,Penggunaan KB 3 bulan memang kerap kali menyebabkan gangguan haid dikarenakan KB suntik 3 bulan merupakan salah satu jenis KB hormonal. 
146,146_13,Namun bila keluhan terus terjadi dalam jangka waktu yang lama. 
146,146_14,Maka ada baiknya Anda untuk segera mengunjungi Dokter Spesialis Kebidanan dan Kandungan agar dilakukan pemeriksaan lebih lanjut sehingga penanganan yang tepat dapat diberikan sesuai dengan penyabab yang nantinya diketahui. 
146,146_15,Tips untuk Anda : Â         Ikutilah saran dan pengobatan dari Dokter yang Anda temui nantinya. 
146,146_16,Â Makan makanan bergizi tepat waktu. 
146,146_17,Â Minum air putih minimal 2 liter perhari. 
146,146_18,Â Tidur dan istirahat yang cukup. 
146,146_19,Â Hindari stres psikologis. 
146,146_20,Semoga bermanfaat. 
146,146_21,"Salam, dr Satya Sueningrat."
147,147_0,"Halo   Afriiyanthie Purba Tambak, terima kasih  atas pertanyaannya untuk Alodokter. "
147,147_1,Menstruasi adalah peluruhan lapisan endometrium di dalam rahim yang dapat terjadi bila sel telur tidak dibuahi sperma. 
147,147_2,Jarak antara siklus menstruasi yang normal adalah  21-35 hari dan lamanya siklus adalah 2 hari hingga 7 hari. 
147,147_3,"Beberapa kondisi dapat menyebabkan terjadinya perubahan pada siklus menstruasi seorang wanita seperti perubahan jarak antara siklus menstruasinya, lamanya menstruasi, ataupun jumlah perdarahan. "
147,147_4,Nyeri yang terjadi saat menstruasi disebut juga dengan dismenore. 
147,147_5,Dismenore disebabkan oleh suatu zat kimia yang disebut Prostaglandin yang terbentuk di rahim saat menjelang siklus menstruasi. 
147,147_6,Prostaglandin ini menyebabkan kontraksi otot - otot di rahim yang memunculkan rasa nyeri serta penurunan aliran darah dan oksigen ke rahim. 
147,147_7,"Seperti halnya nyeri saat persalinan, kontraksi ini dapat menyebabkan nyeri yang cukup hebat dan rasa tidak nyaman. "
147,147_8,"Prostaglandin ini juga dapat menyebabkan munculnya rasa mual hingga muntah, serta diare saat menstruasi. "
147,147_9,"Nyeri pada dismenore terasa seperti kram di perut bawah, kadang terjadi penjalaran nyeri juga ke punggung, pinggang, dan paha. "
147,147_10,"Nyeri biasanya terjadi sesaat sebelum atau saat menstruasi dimulai, lalu berkurang setelah satu sampai tiga hari. "
147,147_11,"Nyeri terjadi hilang timbul, bisa jadi ringan pada beberapa wanita, namun bisa juga sangat berat hingga penderitanya tidak bisa melakukan aktifitas normal. "
147,147_12,"Gejala lain yang menyertai nyeri antara lain mual muntah, diare, pusing, sakit kepala, kelelahan, rasa seperti sedang sakit flu. "
147,147_13,Berikut ini adalah beberapa kondisi yang dapat menyebabkan perubahan pada siklus menstruasi seorang wanita: Stres. 
147,147_14,Kehamilan dan menyusui. 
147,147_15,Fluktuasi hormonal normal pada remaja. 
147,147_16,Obat - obatan dan kontrasepsi. 
147,147_17,"Gangguan makan, turun berat badan yang berlebihan, atau olahraga yang berlebihan. "
147,147_18,"Penyakit seperti sindrom polikistik ovarium (PCOS), dimana terjadi pembesaran ovarium karena kista Fibroma atau miom pada rahim. "
147,147_19,Kista ovarium. 
147,147_20,Menopause dini. 
147,147_21,"Infeksi, penyakit tiroid, diabetes. "
147,147_22,Kanker tertentu yang menyebabkan gangguan hormonal. 
147,147_23,Beberapa penyakit yang dapat menyebabkan gejala dismenore pada wanita antara lain: Endometriosis yaitu tumbuhnya jaringan endometrium di luar rahim. 
147,147_24,Fibroid atau mium atau tumor jinak pada rahim. 
147,147_25,Adenomiosis yaitu tumbuhnya jaringan endometrium ke dalam otot rahim. 
147,147_26,Infeksi di organ reproduksi. 
147,147_27,Stenosis servikal yaitu pendeknya pembukaan pada serviks. 
147,147_28,Beberapa hal yang dapat anda lakukan untuk mengurangi gejala yang anda rasakan antara lain: Menghindari stres. 
147,147_29,Tidur dan beristirahat cukup. 
147,147_30,Menghindari merokok dan minum alkohol. 
147,147_31,Menghindari makanan dan minuman yang mengandung kafein. 
147,147_32,Memijat perut bawah dan punggung bawah dengan lembut. 
147,147_33,Mengompres perut bawah dan punggung bawah dengan bantal panas atau botol berisi air panas. 
147,147_34,Mengonsumsi Ibuprofen atau Paracetamol saat awal menstruasi dimulai. 
147,147_35,Ibuprofen terbukti lebih efektif untuk mengatasi nyeri. 
147,147_36,"Olahraga teratur terbukti dapat mengurangi nyeri saat menstruasi, sehingga olahraga rutin setiap hari juga sebaiknya dilakukan. "
147,147_37,"Bila anda mengalami nyeri menstruasi yang anda rasakan sangat hebat yang tidak berkurang dengan pengobatan sendiri atau nyeri terjadi lebih dari 3 hari, sebaiknya anda berkonsultasi ke dokter kandungan. "
147,147_38,"Dokter akan menanyakan lebih lanjut mengenai gejala yang anda rasakan, gejala lain yang menyertai, dan melakukan pemeriksaan fisik pada anda. "
147,147_39,Bila diperlukan dokter juga akan melakukan pemeriksaan USG untuk melihat bila ada kelainan di dalam rahim ataupun di dalam kandung telur anda. 
147,147_40,"Bila tidak ada hal yang tidak normal pada pemeriksaan dan nyeri yang anda alami hanya karena dismenore biasa, dokter dapat meresepkan obat antinyeri yang lebih kuat dibandingkan Ibuprofen dan pil kontrasepsi. "
147,147_41,"Sekian informasi yang dapat saya sampaikan, semoga bermanfaat,   dr Irna Cecilia."
148,148_0,Salam. 
148,148_1,"Dari informasi yang Anda sampaikan,, berat badan dan umur bayi  sebaiknya disesuaikan, sehingga akan tahu apakah hal ini menjadi resiko atau hal yang perlu diperhatikan. "
148,148_2,"Selama berat badan bayi Anda ideal, maka kondisi ini merupakan hal wajar dan tidak perlu dikhawatirkan hanya diusahakan sebaik mungkin. "
148,148_3,"Bila usia bayi 8 bulan, maka berat optimal bayi Anda mencapai  8,5 kg atau berat badan normal usia 8 bulan berkisar 6,5 kg - 9,5 kg. "
148,148_4,"Bila berat bayi Anda masih dalam range tersebut, menunjukkan hal sangat baik terhadap kesehatan bayi Anda. "
148,148_5,"Sehingga, bayi Anda yang menurut Anda tampak kurus walau sudah makan lahap, kemungkinan makanan yang dikonsumsi digunakan untuk pertumbuhan gigi, pertumbuhan tinggi, otak dan tubuhnya serta aktivitasnya yang banyak. "
148,148_6,Sehingga cadangan makanan yang disimpan di bawah kulit tidak terlalu banyak. 
148,148_7,"Untuk membantu menambah beratnya, sebaiknya Anda dapat mempertimbangkan pemberian ASI atau ASI pompa sehingga bayi Anda semakin sehat dan berat badan bertambah. "
148,148_8,Pemberian ASI dikarenakan konsumsi sufor yang kurang. 
148,148_9,"Bila Anda merasa semakin khawatir, Anda dapat berkonsultasi dengan dokter anak untuk pemeriksaan dan evalausi keluhan ini. "
148,148_10,"Dokter akan mengevalusi semua kebiasaan bayi Anda , kebiasaan makan dan tumbuh kembangnya. "
148,148_11,"Demikian informasi yang bisa kami sampaikan, baca juga  diskusi. "
148,148_12,dr Ulfi.
149,149_0,"Halo   Siti, terima kasih  atas pertanyaannya untuk Alodokter. "
149,149_1,Trombositopenia didefinisikan sebagai jumlah trombosit kurang dari 150000/microL. 
149,149_2,Kondisi ini ditemukan pada sekitar 7-12% wanita hamil dan sebagian besar (70%) disebabkan oleh trobositopenia gestasional. 
149,149_3,"Trombositopenia gestasional adalah trombositopenia ringan yang terjadi pada kehamilan normal yang penyebabnya diduga terkait dengan peningkatan volume plasma darah, penumpukan atau penggunaan trombosit di plasenta, serta perubahan fisiologis lainnya dalam kehamilan. "
149,149_4,"Pada umumnya trombosit masih berada di atas 100000/microL, tidak bergejala, dan tidak memerlukan terapi apapun. "
149,149_5,"Penyebab lain penurunan trombosit dalam kehamilan antara lain: preeklamsia sindrom HELLP perlemakan hati akut dalam kehamilan penyebab lain yang tidak berhubungan dengan kehamilan, misalnya  ITP, TTP (thrombotic thrombocytopenic purpura), DIC (Disseminated Intravascular coagulation),  SLE , trombositopenia yang diinduksi obat, dan lain sebagainya. "
149,149_6,"Dalam kasus anda (terutama karena trombosit anda jumlahnya di bawah 100000/microL), maka penyebab trombositopenia tersebut harus segera dicari terlebih dahulu. "
149,149_7,"Anda harus melalui pemeriksaan darah lengkap, termasuk juga dilakukannya pemeriksaan apus darah tepi, pemeriksaan kencing, fungsi ginjal, fungsi hati, PT / APTT, dan pemeriksaan lain yang dianggap perlu. "
149,149_8,Bisa tidaknya anda melahirkan normal tidak dapat ditentukan saat ini karena akan sangat bergantung pada hasil pemeriksaan anda. 
149,149_9,Sebaiknya anda segera memeriksakan diri ke  Dokter Kandungan  (bukan ke bidan saja) karena memang bisa berbahaya bila melahirkan dengan kondisi trombosit yang sangat rendah. 
149,149_10,Perdarahan paska persalinan bisa terjadi cukup hebat sehingga anda harus melahirkan (normal ataupun sesar) di rumah sakit dengan fasilitas cukup lengkap. 
149,149_11,"Sekian informasi dari saya, semoga cukup menjawab."
150,150_0,Halo. 
150,150_1,Salep inerson adalah salep yang mengandung desoksimetason dimana desoksimetason ini adalah salah satu obat topikal golongan kortikosteroid yang berfungsi sebagai antiflogistik (anti inflamasi / peradangan) dan anti pruriti (anti gatal). 
150,150_2,Pada kasus bekas sayatan luka operasi ganglion maka obat ini ditujukan untuk mengurangi pembengkakan (dan proses peradangan) lainnya yang mungkin timbul paska operasi. 
150,150_3,Perhatikan penggunaan obat topikal ini. 
150,150_4,Hindari penggunaan terlalu lama yang bisa menyebabkan penyerapan obat ke dalam sistem tubuh. 
150,150_5,Semoga bermanfaat. 
150,150_6,dr Yusi.
151,151_0,Hai desper. 
151,151_1,terima kasih  telah bertanya ke Alodokter. 
151,151_2,Bayi yang baru menjalani peralihan dari konsumsi ASI (air susu ibu) ke makanan yang lebih padat ( MPASI ) memang kerap mengalami  sulit BAB . 
151,151_3,Hal ini merupakan hal yang wajar sebagai bentuk adaptasi saluran cernanya yang memang belum optimal. 
151,151_4,"Biasanya, keluhan akan semakin membaik seiring dengan pertambahan usianya. "
151,151_5,"Selama sulit BAB - nya tidak sampai terjadi melebihi 2 minggu, dan tidak juga dijumpai keluhan lain, seperti muntah, nyeri perut, perut keras, rewel, hingga tidak mau makan sama sekali, kondisi ini kemungkinan besar tidaklah berbahaya. "
151,151_6,Tidak ada juga patokan berapa kali frekuensi BAK yang normal pada bayi. 
151,151_7,"Namun, secara umum, bayi masih dikatakan normal bila BAK sekitar 1 cc / kg berat badan / jam. "
151,151_8,"Jadi, bila bayi Anda volume BAK - nya banyak, meski jarang, kondisi ini masih bisa dikatakan wajar. "
151,151_9,"Anda bisa coba dahulu  lakukan beberapa upaya berikut guna mengatasi kendala BAB bayi Anda: Beri bayi makanan dengan konsistensi yang bertahap, mulai dari cair, lunak, baru padat. "
151,151_10,"Beri bayi makanan dengan frekuensi yang bertahap, mulai dari 1 kali sehari, 2 kali sehari, baru 3 kali sehari. "
151,151_11,"Beri bayi makanan dengan kuantitas yang bertahap, mulai dari 3 sendok, 5 sendok, dan seterusnya. "
151,151_12,Pilihkan jenis makanan yang mudah dicerna bayi di awal-awal perkenalan MPASI - nya. 
151,151_13,"WHO menganjurkan memperbanyak asupan karbohidrat, dibanding buah atau sayur, contohnya puree beras, kabocha, dan sebagainya. "
151,151_14,Beri bayi ASI sesering mungkin. 
151,151_15,Beri juga bayi air putih yang cukup. 
151,151_16,Ajak bayi untuk aktif bergerak dan bermain. 
151,151_17,"Bila kemudian keluhan masih tidak membaik dalam 1 hingga 2 minggu, jangan segan untuk memeriksakan bayi Anda langsung ke dokter spesialis anak sebelum memberikan obat atau penanganan apapun ya. "
151,151_18,Semoga membantu.
152,152_0,Hai Bici. 
152,152_1,"Kandidiasis vagina atau infeksi jamur pada vagina merupakan peradangan akibat jamur pada vagina yang ditandai dengan iritasi pada vagina, rasa gatal, dan keputihan. "
152,152_2,Infeksi jamur ada vagina ini mempengaruhi vagina dan jaringan vulva. 
152,152_3,Infeksi jamur pada vagina tidak dianggap sebagai  penyakit menular seksual  walaupun infeksi jamur pada vagina ini dapat menular melalui kontak oral - genital. 
152,152_4,"GEJALA - Gejala yang dapat terjadi pada infeksi jamur vagina dapat dialami mulai dari gejala yang ringan sampai gejala sedang, yaitu:   Gatal dan iritasi pada vagina dan vulva. "
152,152_5,Sensasi terbakar terutama saat berhubungan seksual dan saat buang air kecil. 
152,152_6,Kemerahan dan pembengkakan pada vulva (bibir vagina). 
152,152_7,Rasa sakit pada vagina. 
152,152_8,"Keputihan seperti keju Infeksi jamur yang lebih parah akan ditandai dengan:   Kemerahan yang meluas, pembengkakan dan gatal yang smpai menyebabkan luka. "
152,152_9,Mengalami infeksi jamur yang berulang (lebih dari 4 kali dalam 1 tahun). 
152,152_10,Infeksi jamur disebabkan oleh jenis kandida yang bukan kandida albicans   Sedang hamil . 
152,152_11,Memiliki penyakit diabetes yang tidak terkontrol. 
152,152_12,Kekebalan tubuh yang menurun akibat penyakit tertentu seperti HIV Anda memerlukan konsultsi dengan dokter jika memiliki keluhan di bawah ini:   Pertama kali mendapatkan infeksi jamur. 
152,152_13,Tidak yakin apa infeksi yang dialami. 
152,152_14,Infeksi tidak membaik dengan penanganan sendiri. 
152,152_15,Anda merasakan gejala yang buruk. 
152,152_16,PENYEBAB : Penyebab utama dari kandidiasi vagina adalah jamur. 
152,152_17,Jamur merupakan mikroorganisme yang biasa hidup di vagina bersama dengan bakteri. 
152,152_18,"Pada keadaan normal bakteri dan jamur akan berada dalam jumlah yang seimbang, namun pada keadaan tertentu dapat terjadi ketidakseimbangan mikroorganisme yang ada di vagina sehingga meningkatkan pertumbuhan jamur. "
152,152_19,Hal itu dapat disebabkan oleh:   Penggunaan  antibiotik. 
152,152_20,Kehamilan. 
