doc_id,sentence_id,sentence_text,sentence_text_translated
147,147_32,Memijat perut bawah dan punggung bawah dengan lembut. ,Massaging the lower abdomen and lower back gently.
147,147_33,Mengompres perut bawah dan punggung bawah dengan bantal panas atau botol berisi air panas. ,Compress the lower abdomen and lower back with hot pillows or bottles filled with hot water.
147,147_34,Mengonsumsi Ibuprofen atau Paracetamol saat awal menstruasi dimulai. ,Eating ibuprofen or paracetamol when the beginning of menstruation begins.
147,147_35,Ibuprofen terbukti lebih efektif untuk mengatasi nyeri. ,Ibuprofen has proven to be more effective in dealing with pain.
147,147_36,"Olahraga teratur terbukti dapat mengurangi nyeri saat menstruasi, sehingga olahraga rutin setiap hari juga sebaiknya dilakukan. ","Regular exercise is proven to reduce pain during menstruation, so routine exercise every day should also be done."
147,147_37,"Bila anda mengalami nyeri menstruasi yang anda rasakan sangat hebat yang tidak berkurang dengan pengobatan sendiri atau nyeri terjadi lebih dari 3 hari, sebaiknya anda berkonsultasi ke dokter kandungan. ","If you experience menstrual pain that you feel is very severe that is not reduced with your own treatment or pain occurs more than 3 days, you should consult a gynecologist."
147,147_38,"Dokter akan menanyakan lebih lanjut mengenai gejala yang anda rasakan, gejala lain yang menyertai, dan melakukan pemeriksaan fisik pada anda. ","The doctor will ask more about the symptoms you feel, other symptoms that accompany, and do a physical examination on you."
147,147_39,Bila diperlukan dokter juga akan melakukan pemeriksaan USG untuk melihat bila ada kelainan di dalam rahim ataupun di dalam kandung telur anda. ,"If necessary, the doctor will also do an ultrasound examination to see if there are abnormalities in the uterus or in the bladder of your egg."
147,147_40,"Bila tidak ada hal yang tidak normal pada pemeriksaan dan nyeri yang anda alami hanya karena dismenore biasa, dokter dapat meresepkan obat antinyeri yang lebih kuat dibandingkan Ibuprofen dan pil kontrasepsi. ","If there is nothing abnormal on the examination and pain that you experience only due to ordinary dysmenorrhea, the doctor can prescribe an anti -ii drug that is stronger than ibuprofen and contraceptive pills."
147,147_41,"Sekian informasi yang dapat saya sampaikan, semoga bermanfaat,   dr Irna Cecilia.","That's all the information that I can convey, hopefully useful, Dr. Irna Cecilia."
148,148_0,Salam. ,Regards.
148,148_1,"Dari informasi yang Anda sampaikan,, berat badan dan umur bayi  sebaiknya disesuaikan, sehingga akan tahu apakah hal ini menjadi resiko atau hal yang perlu diperhatikan. ","From the information you convey, the weight and age of the baby should be adjusted, so that it will know whether this is a risk or thing to consider."
148,148_2,"Selama berat badan bayi Anda ideal, maka kondisi ini merupakan hal wajar dan tidak perlu dikhawatirkan hanya diusahakan sebaik mungkin. ","As long as your baby's weight is ideal, then this condition is natural and there is no need to worry about only the best possible."
148,148_3,"Bila usia bayi 8 bulan, maka berat optimal bayi Anda mencapai  8,5 kg atau berat badan normal usia 8 bulan berkisar 6,5 kg - 9,5 kg. ","If the baby is 8 months old, the optimal weight of your baby reaches 8.5 kg or normal body weight aged 8 months ranges from 6.5 kg - 9.5 kg."
148,148_4,"Bila berat bayi Anda masih dalam range tersebut, menunjukkan hal sangat baik terhadap kesehatan bayi Anda. ","If your baby's weight is still in the range, it shows a very good thing to your baby's health."
148,148_5,"Sehingga, bayi Anda yang menurut Anda tampak kurus walau sudah makan lahap, kemungkinan makanan yang dikonsumsi digunakan untuk pertumbuhan gigi, pertumbuhan tinggi, otak dan tubuhnya serta aktivitasnya yang banyak. ","So, your baby who you think looks thin even though you have eaten well, the possibility of the food consumed is used for teeth growth, high growth, brain and body and a lot of activities."
148,148_6,Sehingga cadangan makanan yang disimpan di bawah kulit tidak terlalu banyak. ,So that food reserves that are stored under the skin are not too much.
148,148_7,"Untuk membantu menambah beratnya, sebaiknya Anda dapat mempertimbangkan pemberian ASI atau ASI pompa sehingga bayi Anda semakin sehat dan berat badan bertambah. ","To help increase its weight, you should be able to consider breastfeeding or breast milk pumps so that your baby is getting healthier and weight gain."
148,148_8,Pemberian ASI dikarenakan konsumsi sufor yang kurang. ,Breastfeeding due to lack of milk consumption.
148,148_9,"Bila Anda merasa semakin khawatir, Anda dapat berkonsultasi dengan dokter anak untuk pemeriksaan dan evalausi keluhan ini. ","If you feel more worried, you can consult a pediatrician for examination and evaluation of this complaint."
148,148_10,"Dokter akan mengevalusi semua kebiasaan bayi Anda , kebiasaan makan dan tumbuh kembangnya. ","The doctor will evaluate all your baby's habits, eating habits and growth and development."
148,148_11,"Demikian informasi yang bisa kami sampaikan, baca juga  diskusi. ","Thus the information we can convey, also read the discussion."
148,148_12,dr Ulfi.,Dr. Ulfi.
149,149_0,"Halo   Siti, terima kasih  atas pertanyaannya untuk Alodokter. ","Hello Siti, thank you for the question for Alodokter."
149,149_1,Trombositopenia didefinisikan sebagai jumlah trombosit kurang dari 150000/microL. ,Thrombocytopenia is defined as the number of platelets of less than 150000/microl.
149,149_2,Kondisi ini ditemukan pada sekitar 7-12% wanita hamil dan sebagian besar (70%) disebabkan oleh trobositopenia gestasional. ,This condition is found in about 7-12% of pregnant women and most (70%) caused by gestational trobocytopenia.
149,149_3,"Trombositopenia gestasional adalah trombositopenia ringan yang terjadi pada kehamilan normal yang penyebabnya diduga terkait dengan peningkatan volume plasma darah, penumpukan atau penggunaan trombosit di plasenta, serta perubahan fisiologis lainnya dalam kehamilan. ","Gestational thrombocytopenia is a mild thrombocytopenia that occurs in normal pregnancy which is allegedly associated with an increase in blood plasma volume, buildup or use of platelets in the placenta, as well as other physiological changes in pregnancy."
149,149_4,"Pada umumnya trombosit masih berada di atas 100000/microL, tidak bergejala, dan tidak memerlukan terapi apapun. ","In general, platelets are still above 100000/microl, not symptomatic, and do not require any therapy."
149,149_5,"Penyebab lain penurunan trombosit dalam kehamilan antara lain: preeklamsia sindrom HELLP perlemakan hati akut dalam kehamilan penyebab lain yang tidak berhubungan dengan kehamilan, misalnya  ITP, TTP (thrombotic thrombocytopenic purpura), DIC (Disseminated Intravascular coagulation),  SLE , trombositopenia yang diinduksi obat, dan lain sebagainya. ","Other causes of decreased platelet in pregnancy include: Preeclampsia Hellp syndrome Swing acute liver in pregnancy Other causes of pregnancy, for example ITP, TTP (Thrombotic Thrombocytopenic Purpura), DIC (Disseminated Intravascular Coagulation), SLE, Plateletso forth."
149,149_6,"Dalam kasus anda (terutama karena trombosit anda jumlahnya di bawah 100000/microL), maka penyebab trombositopenia tersebut harus segera dicari terlebih dahulu. ","In your case (mainly because your platelets are below 100000/microl), the cause of platelet must be sought immediately first."
149,149_7,"Anda harus melalui pemeriksaan darah lengkap, termasuk juga dilakukannya pemeriksaan apus darah tepi, pemeriksaan kencing, fungsi ginjal, fungsi hati, PT / APTT, dan pemeriksaan lain yang dianggap perlu. ","You must go through a complete blood test, including an examination of peripheral blood apus, urinary examination, kidney function, liver function, PT / APTT, and other examinations that are deemed necessary."
149,149_8,Bisa tidaknya anda melahirkan normal tidak dapat ditentukan saat ini karena akan sangat bergantung pada hasil pemeriksaan anda. ,Whether or not you give a normally giving birth cannot be determined at this time because it will depend on the results of your examination.
149,149_9,Sebaiknya anda segera memeriksakan diri ke  Dokter Kandungan  (bukan ke bidan saja) karena memang bisa berbahaya bila melahirkan dengan kondisi trombosit yang sangat rendah. ,You should immediately see a gynecologist (not just a midwife) because it can indeed be dangerous if giving birth with very low platelet conditions.
149,149_10,Perdarahan paska persalinan bisa terjadi cukup hebat sehingga anda harus melahirkan (normal ataupun sesar) di rumah sakit dengan fasilitas cukup lengkap. ,Post -labor bleeding can occur quite severe so you have to give birth (normal or cesarean) in the hospital with quite complete facilities.
149,149_11,"Sekian informasi dari saya, semoga cukup menjawab.","So much information from me, hopefully enough to answer."
150,150_0,Halo. ,Hello.
150,150_1,Salep inerson adalah salep yang mengandung desoksimetason dimana desoksimetason ini adalah salah satu obat topikal golongan kortikosteroid yang berfungsi sebagai antiflogistik (anti inflamasi / peradangan) dan anti pruriti (anti gatal). ,Inerson ointment is a ointment that contains desoximethasone where this desoximethasone is one of the topical corticosteroids that functions as an antiflogistic (anti -inflammatory / inflammatory) and anti -prurition (anti -itching).
150,150_2,Pada kasus bekas sayatan luka operasi ganglion maka obat ini ditujukan untuk mengurangi pembengkakan (dan proses peradangan) lainnya yang mungkin timbul paska operasi. ,"In the case of a ganglion surgical wound incision, this drug is intended to reduce swelling (and inflammatory processes) that may arise after surgery."
150,150_3,Perhatikan penggunaan obat topikal ini. ,Pay attention to the use of this topical drug.
150,150_4,Hindari penggunaan terlalu lama yang bisa menyebabkan penyerapan obat ke dalam sistem tubuh. ,Avoid using too long which can cause drug absorption into the body's system.
150,150_5,Semoga bermanfaat. ,May be useful.
150,150_6,dr Yusi.,Dr. Yusi.
151,151_0,Hai desper. ,Hi Desper.
151,151_1,terima kasih  telah bertanya ke Alodokter. ,Thank you for asking Alodokter.
151,151_2,Bayi yang baru menjalani peralihan dari konsumsi ASI (air susu ibu) ke makanan yang lebih padat ( MPASI ) memang kerap mengalami  sulit BAB . ,Babies who have just undergone the transition from breast milk consumption (breast milk) to more dense foods (MPASI) indeed often experience difficult bowel movements.
151,151_3,Hal ini merupakan hal yang wajar sebagai bentuk adaptasi saluran cernanya yang memang belum optimal. ,This is a natural thing as a form of digestive tract adaptation that is not yet optimal.
151,151_4,"Biasanya, keluhan akan semakin membaik seiring dengan pertambahan usianya. ","Usually, complaints will improve along with the increase in age."
151,151_5,"Selama sulit BAB - nya tidak sampai terjadi melebihi 2 minggu, dan tidak juga dijumpai keluhan lain, seperti muntah, nyeri perut, perut keras, rewel, hingga tidak mau makan sama sekali, kondisi ini kemungkinan besar tidaklah berbahaya. ","As long as it is difficult, the chapter does not occur, exceeding 2 weeks, and there are no other complaints, such as vomiting, abdominal pain, hard stomach, fussy, so that they do not want to eat at all, this condition is most likely not dangerous."
151,151_6,Tidak ada juga patokan berapa kali frekuensi BAK yang normal pada bayi. ,There is also no benchmark how many times the normal tub frequency in infants.
151,151_7,"Namun, secara umum, bayi masih dikatakan normal bila BAK sekitar 1 cc / kg berat badan / jam. ","However, in general, the baby is still said to be normal if the tub is around 1 cc / kg body weight / hour."
151,151_8,"Jadi, bila bayi Anda volume BAK - nya banyak, meski jarang, kondisi ini masih bisa dikatakan wajar. ","So, if your baby has a lot of volumes, although rarely, this condition can still be said to be reasonable."
151,151_9,"Anda bisa coba dahulu  lakukan beberapa upaya berikut guna mengatasi kendala BAB bayi Anda: Beri bayi makanan dengan konsistensi yang bertahap, mulai dari cair, lunak, baru padat. ","You can try first doing the following efforts to overcome the obstacles of your baby's chapter: Give a baby food with a gradual consistency, starting from liquid, soft, newly solid."
151,151_10,"Beri bayi makanan dengan frekuensi yang bertahap, mulai dari 1 kali sehari, 2 kali sehari, baru 3 kali sehari. ","Give a baby food with a gradual frequency, starting from 1 time a day, 2 times a day, only 3 times a day."
151,151_11,"Beri bayi makanan dengan kuantitas yang bertahap, mulai dari 3 sendok, 5 sendok, dan seterusnya. ","Give a baby food with a gradual quantity, ranging from 3 spoons, 5 spoons, and so on."
151,151_12,Pilihkan jenis makanan yang mudah dicerna bayi di awal-awal perkenalan MPASI - nya. ,Choose a type of food that is easily digested by babies at the beginning of his introduction.
151,151_13,"WHO menganjurkan memperbanyak asupan karbohidrat, dibanding buah atau sayur, contohnya puree beras, kabocha, dan sebagainya. ","WHO recommends increasing carbohydrate intake, compared to fruit or vegetables, for example rice puree, kabocha, and so on."
151,151_14,Beri bayi ASI sesering mungkin. ,Give baby breastfeeding as often as possible.
151,151_15,Beri juga bayi air putih yang cukup. ,Give adequate baby water.
151,151_16,Ajak bayi untuk aktif bergerak dan bermain. ,Invite the baby to actively move and play.
151,151_17,"Bila kemudian keluhan masih tidak membaik dalam 1 hingga 2 minggu, jangan segan untuk memeriksakan bayi Anda langsung ke dokter spesialis anak sebelum memberikan obat atau penanganan apapun ya. ","If then the complaint still does not improve in 1 to 2 weeks, do not hesitate to check your baby directly to the pediatrician before giving medicine or treatment anyway."
151,151_18,Semoga membantu.,I hope this helps.
152,152_0,Hai Bici. ,Hi bici.
152,152_1,"Kandidiasis vagina atau infeksi jamur pada vagina merupakan peradangan akibat jamur pada vagina yang ditandai dengan iritasi pada vagina, rasa gatal, dan keputihan. ","Vaginal candidiasis or fungal infection in the vagina is inflammation of fungi in the vagina characterized by irritation of the vagina, itching, and vaginal discharge."
152,152_2,Infeksi jamur ada vagina ini mempengaruhi vagina dan jaringan vulva. ,Fungal infections There is a vagina affecting the vagina and vulvar tissue.
152,152_3,Infeksi jamur pada vagina tidak dianggap sebagai  penyakit menular seksual  walaupun infeksi jamur pada vagina ini dapat menular melalui kontak oral - genital. ,Fungal infections in the vagina are not considered sexually transmitted diseases although fungal infections in this vagina can be transmitted through oral - genital contact.
152,152_4,"GEJALA - Gejala yang dapat terjadi pada infeksi jamur vagina dapat dialami mulai dari gejala yang ringan sampai gejala sedang, yaitu:   Gatal dan iritasi pada vagina dan vulva. ","Symptoms that can occur in vaginal fungal infections can be experienced ranging from mild symptoms to moderate symptoms, namely: itching and irritation of the vagina and vulva."
152,152_5,Sensasi terbakar terutama saat berhubungan seksual dan saat buang air kecil. ,The burning sensation is especially during sexual intercourse and when urinating.
152,152_6,Kemerahan dan pembengkakan pada vulva (bibir vagina). ,Redness and swelling of the vulva (vaginal lips).
152,152_7,Rasa sakit pada vagina. ,Pain in the vagina.
152,152_8,"Keputihan seperti keju Infeksi jamur yang lebih parah akan ditandai dengan:   Kemerahan yang meluas, pembengkakan dan gatal yang smpai menyebabkan luka. ","Leucorrhoea like a more severe fungal infection cheese will be marked by: widespread reddish, swelling and itching that causes wounds."
152,152_9,Mengalami infeksi jamur yang berulang (lebih dari 4 kali dalam 1 tahun). ,Experiencing repeated fungal infections (more than 4 times in 1 year).
152,152_10,Infeksi jamur disebabkan oleh jenis kandida yang bukan kandida albicans   Sedang hamil . ,Fungal infections are caused by a type of Candida that is not Candida Albicans is pregnant.
152,152_11,Memiliki penyakit diabetes yang tidak terkontrol. ,Has uncontrolled diabetes.
152,152_12,Kekebalan tubuh yang menurun akibat penyakit tertentu seperti HIV Anda memerlukan konsultsi dengan dokter jika memiliki keluhan di bawah ini:   Pertama kali mendapatkan infeksi jamur. ,Decreased immunity due to certain diseases such as HIV you need a consultation with a doctor if you have a complaint below: First time getting a fungal infection.
152,152_13,Tidak yakin apa infeksi yang dialami. ,Not sure what the infection is experienced.
152,152_14,Infeksi tidak membaik dengan penanganan sendiri. ,Infection does not improve with its own treatment.
152,152_15,Anda merasakan gejala yang buruk. ,You feel bad symptoms.
152,152_16,PENYEBAB : Penyebab utama dari kandidiasi vagina adalah jamur. ,Cause: The main cause of vaginal candidates is fungus.
152,152_17,Jamur merupakan mikroorganisme yang biasa hidup di vagina bersama dengan bakteri. ,Mushrooms are microorganisms that used to live in the vagina along with bacteria.
152,152_18,"Pada keadaan normal bakteri dan jamur akan berada dalam jumlah yang seimbang, namun pada keadaan tertentu dapat terjadi ketidakseimbangan mikroorganisme yang ada di vagina sehingga meningkatkan pertumbuhan jamur. ","In normal circumstances bacteria and fungi will be in a balanced amount, but in certain circumstances the imbalance of microorganisms in the vagina can occur so as to increase fungal growth."
152,152_19,Hal itu dapat disebabkan oleh:   Penggunaan  antibiotik. ,This can be caused by: the use of antibiotics.
152,152_20,Kehamilan. ,Pregnancy.
152,152_21,Penyakit  diabetes  yang tidak terkontrol. ,Uncontrolled diabetes.
152,152_22,Kekebalan tubuh yang menurun. ,Decreased immunity.
152,152_23,Segala sesuatu yang dapat menyebabkan perubahan jenis dan jumlah bakteri di vagina. ,Everything that can cause changes in the type and number of bacteria in the vagina.
152,152_24,Pada umumnya jamur candida yang menyebabkan kandidiasis vagina adalah jamur candida albicans namun jika infeksi disebabkan oleh jenis candida yang lain maka dibutuhkan penanganan yang lebih intensif. ,"In general, Candida fungus that causes vaginal candidiasis is the Candida albicans fungus but if infection is caused by other types of candida, more intensive treatment is needed."
152,152_25,"PENGOBATAN : Untuk gejala ringan sampai sedang pada umumnya dokter akan menyarankan:   Terapi jangka pendek dengan krim antijamur 1-3 hari, salep atau tablet antijamur yang dimasukkan melalui vagina. ","Treatment: For mild to moderate symptoms, the doctor will generally recommend: Short-term therapy with 1-3 days antifungal cream, ointment or antifungal tablet that is inserted through the vagina."
152,152_26,Dokter akan memberikan obat antijamur yang diminum hanya satu kali saja seperti flukonazol. ,The doctor will give the antifungal drug that is taken only once like a fluukonazole.
152,152_27,"Untuk infeksi yang lebih rumit atau buruk:   Terapi selama 14 hari dengan krim, salep atau tablet yang dimasukkan melalui vagina. ","For more complicated or bad infections: therapy for 14 days with creams, ointments or tablets that are inserted through the vagina."
152,152_28,Obat oral yang diminum tidak hanya satu kali dan mungkin akan dikombinasikan dengan obat lain. ,Oral drugs taken are not only once and may be combined with other drugs.
152,152_29,Namun obat ini tidak boleh dikonsumsi oleh wanita hamil. ,But this drug should not be consumed by pregnant women.
152,152_30,Untuk infeksi jamur berulang akan memerlukan pengobatan dengan waktu yang lebih lama. ,For repeated fungal infections will require treatment with a longer time.
152,152_31,PENCEGAHAN : Untuk mencegah terjadinya infeksi jamur:   Hindari membersihkan vagina dengan bahan kimia. ,Prevention: To prevent fungal infections: Avoid cleaning the vagina with chemicals.
152,152_32,Gunakan celana dalam berbahan katun. ,Use cotton underwear.
152,152_33,Hindari menggunakan celana yang terlalu ketat. ,Avoid using pants that are too tight.
152,152_34,Mengganti pakaian sesegera mungkin jika sudah basah. ,Changing clothes as soon as possible when it is wet.
152,152_35,Hindari mandi dengan air yang terlalu panas. ,Avoid bathing with water that is too hot.
152,152_36,"Semoga membantu, dr Yosephine.","Hope it helps, Dr. Yosephine."
153,153_0,Hai Dianwijayanti. ,Hi Dianwijayanti.
153,153_1,Apakah saat ini bayi atau anda sedang Mengonsumsi suatu obat tertentu?,Are you currently taking a baby or you are taking a particular drug?
153,153_2,"Warna urin tergantung pada status hidrasi pasien, makanan yang dimakan, pewarna makanan, status penyakit dan obat. ","The color of urine depends on the patient's hydration status, food eaten, food coloring, disease status and medicine."
153,153_3,Beberapa kondisi yang dapat menyebabkan urin berwarna merah pada bayi adalah: 1 Hematuria (adanya sel darah merah pada pemeriksaan mikroskop urin). ,Some conditions that can cause red urine in infants are: 1 hematuria (the presence of red blood cells on an examination of urine microscopes).
153,153_4,"2 Mioglobinuria (urin biasanya berwarna merah kecoklatan, myoglobin pada urin dapat terjadi akibat cedera otot, akivitas berlebihan, dan lain - lain). ","2 myoglobinuria (urine is usually brownish red, myoglobin in urine can occur due to muscle injury, excessive activities, etc.)."
153,153_5,"3 Pink diaper syndrome  (adanya warna kemerahmudaan pada popok, yang disebabkan adanya kristal urat dalam urin. Kristal ini akan berwarna merah saat terkena udara, dan berbentuk seperti tepung bila kering). ","3 pink diaper syndrome (the presence of reddish color in diapers, caused by the presence of veins in the urine. This crystal will be red when exposed to air, and shaped like flour when dry)."
153,153_6,"4 Makanan seperti buah beri, bit atau pewarna makanan. ","4 Foods such as Berry, Beets or Food Dyes."
153,153_7,"5  Obat - obatan, misalnya obat kejang, kemoterapi, deferoksamin, dan lain - lain. ","5 drugs, for example seizure drugs, chemotherapy, defertoxamine, and others."
153,153_8,Beberapa kondisi yang dapat menyebabkan urin berwarna jingga pada bayi adalah obat TBC (rifampisin) atau Kristal urat. ,Some conditions that can cause orange urine in infants are tuberculosis (rifampicin) or vein crystals.
153,153_9,"Pada beberapa situasi, bercak berwarna jingga pada popok bayi tidak hanya disebabkan karena darah, tetapi dapat juga disebabkan karena urin yang terkonsertrasi atau pekat. ","In some situations, orange spots on baby diapers are not only caused by blood, but can also be caused by concentrated or concentrated urine."
153,153_10,Jadi pada kondisi ini sebaiknya berikan asupan cairan yang cukup pada bayi. ,So in this condition you should provide adequate fluid intake to the baby.
153,153_11,Hasil laboratorium urin menunjukkan hasil yang masih dalam rentang normal. ,Urine laboratory results show results that are still in the normal range.
153,153_12,"Namun apakah dilakukan pemeriksaan lain seperti jumlah sel darah merah / eritrosit pada urin, berat jenis urin, dan lain – lain?","But is other examinations such as the number of red blood cells / erythrocytes in the urine, the specific gravity of the urine, and others?"
153,153_13,"Jadi untuk mengetahui kondisi bayi anda, sebaiknya periksakan bayi anda ke dokter spesialis anak. ","So to find out the condition of your baby, you should check your baby to a pediatrician."
153,153_14,"Namun, yang perlu ditekankan adalah adanya warna pink / jingga pada urin, tidak harus disebabkan oleh penyakit. ","However, what needs to be emphasized is the presence of pink / orange in urine, does not have to be caused by disease."
153,153_15,"Seperti yang telah dijelaskan diatas, bayi yang kurang asupan cairan dapat memiliki warna urin kejingga - jingaan, oleh sebab itu pemberian ASI sangat dianjurkan. ","As explained above, babies with lack of fluid intake can have a urine color of sewing, therefore breastfeeding is highly recommended."
153,153_16,"Ditinjau dari aspek kesehatan, khitan dapat meningkatkan kesehatan misalnya menjaga kebersihan genital, mencegah infeksi saluran kemih, dan lain sebagainya. ","In terms of health aspects, circumcision can improve health such as maintaining genital hygiene, preventing urinary tract infections, and so forth."
153,153_17,Tergantung dari apa penyebabnya dari keluhan maka khitan tidak menjamin menjadi solusi bagi keluhan yang bayi anda alami. ,"Depending on what causes the complaint, circumcision does not guarantee a solution for complaints that your baby is experiencing."
153,153_18,Hal yang dapat anda lakukan adalah: 1 Berikan asupan cairan yang cukup bagi bayi anda (ASI). ,The things you can do are: 1 Give adequate fluid intake for your baby (ASI).
153,153_19,2 Hindari pemakaian pewarna tambahan makanan. ,2 Avoid the use of additional food coloring.
153,153_20,"3 Berkonsultasilah dengan dokter mengenai dampak pemberian obat, bila bayi anda Mengonsumsi suatu obat tertentu. ","3 Consult a doctor about the impact of drug administration, if your baby is taking a particular drug."
153,153_21,"Bila keluhan ini berlangsung lama, maka konsultasikan bayi anda ke dokter spesialis anak.","If this complaint lasts a long time, then consult your baby to a pediatrician."
154,154_0,"Halo, terima kasih  atas pertanyaannya untuk Alodokter. ","Hello, thank you for the question to Alodokter."
154,154_1,Lactulax adalah obat yang berisi Laktulosa. ,Lactulax is a drug that contains lactulose.
154,154_2,Obat ini dapat diberikan untuk mengatasi konstipasi dan dapat juga diberikan sebagai salah satu bagian dari terapi ensefalopati hepatik. ,This drug can be given to overcome constipation and can also be given as one part of hepatic encephalopathy therapy.
154,154_3,"Laktulosa ini adalah gula sintetik yang bekerja dengan menarik cairan ke dalam usus besar, membuat feses menjadi lebih lembek dan lebih mudah dikeluarkan. ","This lactulose is synthetic sugar that works by pulling the liquid into the large intestine, making the stool more soft and easier to remove."
154,154_4,"Selain menarik air, obat ini juga akan menarik amonia dari dalam darah dan membuangnya bersama feses sehingga dapat digunakan untuk mengatasi kelebihan amonia darah yang memicu terjadinya ensefalopati hepatik. ","In addition to attracting water, this drug will also attract ammonia from the blood and throw it with feces so that it can be used to overcome the excess blood ammonia that triggers hepatic encephalopathy."
154,154_5,"Laktulosa dapat diminum sebelum ataupun sesudah makan, dapat pula diminum bersama dengan makanan atau minuman lainnya. ","Lactulose can be drunk before or after eating, can also be drunk together with other foods or drinks."
154,154_6,"Anda juga dapat mencampur laktulosa dengan air, jus buah, ataupun susu. ","You can also mix lactulose with water, fruit juice, or milk."
154,154_7,"Yang perlu diingat, jangan Mengonsumsi Laktulosa bersama dengan antasida karena obat ini akan mengurangi efektivitas kerja laktulosa. ","The thing to remember, do not consume lactulose together with antacids because this drug will reduce the effectiveness of lactulose work."
154,154_8,"Sekian informasi dari saya, semoga cukup menjawab.","So much information from me, hopefully enough to answer."
155,155_0,"Halo, Terima kasih atas pertanyaannya untuk Alodokter. ","Hello, thank you for the question to Alodokter."
155,155_1,KB IUD merupakan jenis KB yang berupa pemasangan alat (spiral) pada rahim. ,KB IUD is a type of family planning in the form of installation of tools (spiral) in the uterus.
155,155_2,KB IUD ini dilakukan dengan tujuan menghambat terjadinya pertemuan sperma dan sel telur. ,KB IUD is carried out with the aim of inhibiting the meeting of sperm and eggs.
155,155_3,"KB IUD dilakukan untuk menunda kehamilan dalam jangka waktu yang panjang, sekitar 5-10 tahun. ","KB IUD is carried out to postpone pregnancy for a long period of time, around 5-10 years."
155,155_4,KB IUD memiliki syarat yaitu: - tidak sedang hamil. ,"KB IUD has a condition, namely: - Not pregnant."
155,155_5,- sebaiknya dipasang saat sedang menstruasi. ,- Should be installed while menstruating.
155,155_6,- tidak alergi terhadap logam. ,- Not allergic to metals.
155,155_7,- tidak sedang mengalami infeksi menular seksual. ,- Not having a sexually transmitted infection.
155,155_8,"Selain itu, KB IUD memiliki efek sampingnya: 1 Perdarahan tidak teratur di awal pemasangan (banyak dan sering). ","In addition, KB IUD has side effects: 1 irregular bleeding at the beginning of installation (many and frequent)."
155,155_9,2 Nyeri pasca pemasangan. ,2 Post -installation pain.
155,155_10,3 Tidak mencegah infeksi menular seksual. ,3 does not prevent sexually transmitted infections.
155,155_11,Manfaat pemasangan IUD: 1 Menunda kehamilan sampai dengan 5-10 tahun. ,Benefits of IUD Installation: 1 Delaying pregnancy up to 5-10 years.
155,155_12,"2 Tidak mempengaruhi hormon tubuh, sehingga tidak mengganggu siklus menstruasi. ","2 does not affect the body's hormones, so it does not interfere with the menstrual cycle."
155,155_13,3 Tidak menaikkan berat badan. ,3 does not gain weight.
155,155_14,4 Tidak menaikkan tekanan darah. ,4 does not increase blood pressure.
155,155_15,"5 Tidak perlu minum obat atau suntik rutin, hanya kontrol pada awal pemasangan, 1 bulan, 3 bulan, 6 bulan dan ketika akan melepas atau ketika ada keluhan saja. ","5 No need to take medicine or routine injections, only control at the beginning of installation, 1 month, 3 months, 6 months and when going to release or when there are complaints."
155,155_16,"Hubungan luas rahim sekitar 12cm, dengan pemasangan IUD, sejauh ini belum ada sumber yang menyebutkan demikian. ","The broad relationship of the uterus is around 12cm, with the installation of the IUD, so far there has been no source that mentioned so."
155,155_17,"Namun mungkin ada alasan lain yang menyebabkan tidak bisa terpasangnya IUD di rahim ibu, seperti adanya tanda - tanda kehamilan, tanda - tanda infeksi, adanya tanda perdarahan tidak normal, dan penyebab lainnya. ","But there may be other reasons that cause an IUD to be installed in the mother's womb, such as signs of pregnancy, signs of infection, abnormal bleeding signs, and other causes."
155,155_18,Sehingga  penting untuk anda berkonsultasi langsung dengan dokter spesialis kandungan agar mendapatkan informasi lebih lanjut mengenai KB IUD. ,So it is important for you to consult directly with an obstetrician to get more information about KB IUD.
155,155_19,"Saran yang dapat dilakukan: 1 Gunakan KB sesuai tujuan, apakah menunda kehamilan dalam jangka panjang atau jangka pendek, jika jangka pendek maka KB pil dan KB suntik bisa menjadi pilihan. ","Suggestions that can be done: 1 Use family planning according to the purpose, whether delaying pregnancy in the long run or short term, if the short term then the KB Pill and KB injection can be an option."
155,155_20,2 Gunakan kondom setiap berhubungan untuk mencegah infeksi menular seksual dan mengurangi kemungkinan hamil. ,2 Use a condom every connection to prevent sexually transmitted infections and reduce the possibility of pregnancy.
155,155_21,3 Melakukan hubungan seksual hanya dengan satu pasangan saja untuk mencegah terjadinya infeksi menular seksual. ,3 sexual intercourse with only one partner to prevent sexually transmitted infections.
155,155_22,4 Berhubungan seksual di luar masa subur. ,4 sexual relations outside the fertile period.
155,155_23,5 Melakukan hubungan seksual dengan cara koitus interuptus (sperma dikeluarkan di luar organ kandungan dan di luar vagina). ,5 sexual intercourse by means of the interruptus coitus (sperm is released outside the organs of the content and outside the vagina).
155,155_24,"Demikian, semoga bermanfaat. ","Thus, hopefully useful."
155,155_25,:),:)
156,156_0,Halo. ,Hello.
156,156_1,Loratadin merupakan suatu obat antihistamin AH-1 generasai ke 2 (tidak menyebabkan kantuk pada dosis yang direkomendasikan) yang biasanya digunakan sebagai obat untuk mengurangi gatal dan anti alergi. ,Loratadin is an antihistamine drug AH-1 generation 2 (does not cause drowsiness at the recommended dosage) which is usually used as a drug to reduce itching and anti-allergic.
